"","x"
"1",-0.000346352089570436
"2",0.00375714892842129
"3",-0.000372302718851893
"4",0.00363692165911669
"5",0.0113213462601037
"6",0.0065260869341829
"7",0.00667320398249895
"8",-0.0246162892731908
"9",0.00466388210852111
"10",-0.013633676210489
"11",0.0397493263722407
"12",0.00625659666756775
"13",-0.00886669892253664
"14",-0.000896396692219172
"15",-0.00982964918331328
"16",-5.29951375370727e-05
"17",-0.00582177269004234
"18",-0.0107686158190977
"19",-0.00474322137850845
"20",0.000919006657352471
"21",0.00780476725624348
"22",-0.00780203826960566
"23",0.0106963587315451
"24",-0.0100941742390962
"25",0.00510616455550607
"26",0.00452331306064026
"27",0.00302211327798609
"28",0.0022162012945607
"29",0.00145763505353349
"30",0.00671865595520939
"31",0.00516609691769245
"32",0.00709386753127763
"33",0.00204811881328739
"34",-0.00982352965532316
"35",-0.00720345203533199
"36",0.00425665208022376
"37",0.000603793491396407
"38",-0.0106155775388982
"39",0.00282159108916238
"40",-0.000988933363434176
"41",0.0156589744731796
"42",0.016881892368262
"43",-0.002310820139774
"44",-0.0230095766986712
"45",0.000472845839634493
"46",0.0028658036706374
"47",0.00566702365086993
"48",0.00172598440539397
"49",0.00909967618071086
"50",-0.00734103337415579
"51",0.000686479601742638
"52",-0.00570263871040853
"53",-0.00202649674882514
"54",0.00366848567221103
"55",-0.000829926692857621
"56",0.00510712886793909
"57",0.0108487421894176
"58",-0.0103300726814873
"59",0.00474943232618088
"60",-0.000760750930691147
"61",0.00197297477175953
"62",0.0116642031708846
"63",-0.00222487947664894
"64",-0.0154461399245545
"65",0.00539366199763593
"66",-0.00904760333114583
"67",0.00817072920586206
"68",0.0093197562877382
"69",0.0116945005703654
"70",0.0181132228305153
"71",-0.00686467972126934
"72",-0.0122917008697417
"73",0.000557529884132622
"74",-0.00252576703200811
"75",0.00538601637917315
"76",0.00430168503171471
"77",0.00639060283999573
"78",0.0138577311480947
"79",0.00780296975518393
"80",0.00183853419657778
"81",-0.00510955244309273
"82",-0.00656866429425627
"83",-0.00321238661522259
"84",0.017072639392071
"85",-0.00558067651360714
"86",0.00383569165114519
"87",-0.00196860738016245
"88",-0.0231606794461229
"89",-0.0122043161876261
"90",-0.0221609375647881
"91",0.00213449993638317
"92",0.00505646436640186
"93",-0.0169712860402834
"94",0.0141955165116857
"95",0.000838566623687329
"96",-0.00254408748159882
"97",-0.000354073614220331
"98",0.00034191026358412
"99",-0.00537978158251882
"100",0.0226023579791263
"101",0.000779581327803223
"102",0.0127686038961018
"103",-0.0329032120414495
"104",-0.0145586297102104
"105",0.0069757000693639
"106",0.00601148528444852
"107",0.00475096800863763
"108",0.00146001913414819
"109",-0.0145590763423971
"110",0.0201669707232702
"111",-0.00921547849148849
"112",0.00938536532111147
"113",0.00677823168880112
"114",0.00428027247323639
"115",0.01094519746891
"116",0.0188807042789202
"117",-0.0159749893160855
"118",0.0197752463760378
"119",-0.0020674870346916
"120",0.00731648611083582
"121",0.0116055580156828
"122",-0.0102931441179575
"123",0.0192651119868453
"124",0.00376049733118258
"125",-0.00610610455759862
"126",-0.0126045754319391
"127",-0.0127207541327167
"128",-0.00254474946773806
"129",0.013641536507376
"130",0.00441435582585772
"131",0.000657986674337605
"132",0.0113975238097685
"133",0.0245565583795154
"134",0.0147930648385283
"135",-0.0156759932539706
"136",-0.00919842069341446
"137",0.010277973646795
"138",0.00817565697025992
"139",-0.00538948676434101
"140",-0.00610480707506476
"141",0.00792777653175483
"142",0.00421959987887179
"143",0.00268073325107112
"144",-0.012402509056718
"145",-0.00827705038186064
"146",-0.00698414935781919
"147",0.013507250571278
"148",0.000197813544131085
"149",0.000666473663233711
"150",-0.00133788150797019
"151",-0.0110839660869387
"152",-0.00374781401531896
"153",-0.0119184001126943
"154",0.00751953907617144
"155",0.00776045585147269
"156",-0.00725130378055292
"157",-0.00553928104465138
"158",-0.00610054057268048
"159",-0.0137888652787988
"160",0.00800188722315234
"161",-0.00764606069576033
"162",0.0126883523740243
"163",-0.000996992754965655
"164",0.000258600225600778
"165",-0.00169464971992959
"166",-0.00516911490485415
"167",-0.0175399388665452
"168",0.0156721328646946
"169",-0.0115704826651753
"170",0.00232806634376095
"171",0.00661760262909219
"172",0.00468613532455899
"173",0.0014680795097254
"174",0.00324618428872316
"175",0.0138426605134984
"176",0.00209975712274515
"177",-0.0101596762955674
"178",-0.0033686352720995
"179",0.0136069962219064
"180",-0.0118456770896863
"181",-0.0145553940745292
"182",0.0140388707263751
"183",-0.000788066679089907
"184",-0.00464781391326117
"185",0.00639667133729773
"186",0.0125953116061205
"187",0.0152122983761926
"188",0.00146205149363245
"189",-0.00660776752624157
"190",0.0104383311822426
"191",0.00894963778579862
"192",0.00106609509020341
"193",-0.0101457017130314
"194",-0.00882499875438834
"195",0.00798907791002969
"196",0.00238412389667211
"197",-0.00398838635834018
"198",0.00405228568238982
"199",0.00140682353972146
"200",-0.00372982900714956
"201",-0.0133238313746734
"202",-0.00722006649750737
"203",-0.0039424595096623
"204",0.00532770423426134
"205",-0.00780222393618111
"206",-0.00678277782692192
"207",-0.0025905127163691
"208",-0.00590713771712501
"209",0.00239076245396576
"210",-0.00567394870067526
"211",0.00732969406372676
"212",-0.0149212363011629
"213",0.00188450567235856
"214",-0.00685820596279072
"215",-0.000747989972920229
"216",0.00607026722350703
"217",-0.00794497664211811
"218",-0.000492706710950676
"219",0.00798907713224208
"220",0.00488594532550159
"221",0.00665883862088758
"222",0.00747759136037009
"223",0.000340341094116867
"224",-0.00393936708785035
"225",-0.00361370321025421
"226",0.00376794799983262
"227",0.00821109999738203
"228",-0.0121947529726448
"229",0.0160632753605227
"230",0.00449757733435953
"231",0.00795536609251748
"232",0.0072984843394134
"233",0.00590518522663643
"234",0.0132715721700788
"235",0.011752920907563
"236",-0.0058870041156923
"237",-0.00171771857822298
"238",0.00701518870790476
"239",0.0192155895455181
"240",0.0090173130700796
