"","V1"
"179",0.013877087011123
"180",-0.0115755863004697
"181",-0.0142853032853126
"182",0.0143089615155917
"183",-0.000517975889873315
"184",-0.00437772312404458
"185",0.00666676212651432
"186",0.0128654023953371
"187",0.0154823891654091
"188",0.00173214228284904
"189",-0.00633767673702498
"190",0.0107084219714592
"191",0.00921972857501522
"192",0.00133618587942
"193",-0.00987561092381481
"194",-0.00855490796517175
"195",0.00825916869924629
"196",0.0026542146858887
"197",-0.00371829556912359
"198",0.00432237647160641
"199",0.00167691432893805
"200",-0.00345973821793296
"201",-0.0130537405854568
"202",-0.00694997570829078
"203",-0.00367236872044571
"204",0.00559779502347793
"205",-0.00753213314696452
"206",-0.00651268703770533
"207",-0.00232042192715251
"208",-0.00563704692790842
"209",0.00266085324318236
"210",-0.00540385791145867
"211",0.00759978485294336
"212",-0.0146511455119463
"213",0.00215459646157515
"214",-0.00658811517357413
"215",-0.000477899183703637
"216",0.00634035801272362
"217",-0.00767488585290152
"218",-0.000222615921734084
"219",0.00825916792145867
"220",0.00515603611471818
"221",0.00692892941010418
"222",0.00774768214958668
"223",0.000610431883333459
"224",-0.00366927629863375
"225",-0.00334361242103761
"226",0.00403803878904921
"227",0.00848119078659862
"228",-0.0119246621834282
"229",0.0163333661497393
"230",0.00476766812357613
"231",0.00822545688173407
"232",0.00756857512862999
"233",0.00617527601585302
"234",0.0135416629592954
"235",0.0120230116967796
"236",-0.00561691332647571
"237",-0.00144762778900639
"238",0.00728527949712135
"239",0.0194856803347347
"240",0.00928740385929619
"241",-0.0100653197765058
"242",-0.00234401582041607
"243",0.00252180220514201
"244",-0.00221597445660046
"245",0.00139308927914997
"246",0.00649514054892767
"247",0.0014969232729877
"248",0.0277298123634354
"249",-0.00384000979245033
"250",-0.00357531895474325
"251",0.00289355440848952
"252",0.00246530583627394
"253",0.0063028901421526
"254",-0.0115755295292038
"255",-0.00470518746018297
"256",0.00621059696565443
"257",-0.000585200285850709
"258",0.00668422040587205
"259",0.00681107864173295
"260",0.00416879478636726
"261",0.0075700998685572
"262",0.000899012386969131
"263",0.00144917161132155
"264",-0.005520331384783
"265",0.00594686487880028
"266",0.0160400103818391
"267",-0.0138579632918435
"268",-0.0072813197715936
"269",-0.00898043814370427
"270",0.0113477984837526
"271",-0.00729311100238491
"272",-0.00692946289201854
"273",-0.0139424055344897
"274",0.0066688057557415
"275",0.00733285362331141
"276",-0.00395729897440242
"277",-0.00830853179412569
"278",-0.00831709028026947
"279",0.00684331239621808
"280",0.00465555353239014
"281",0.0114905129603774
"282",-0.000911126244883401
"283",-0.00585600517325932
"284",-0.00197398470139473
"285",-0.0144920445496704
"286",-0.00603233483003781
"287",0.0158624532585877
"288",0.0257043128659803
"289",-0.00132175758319838
"290",0.00491553645041423
"291",0.00973819948079005
"292",-0.0119440494317869
"293",-0.00745419247346887
"294",-0.00789767513482128
"295",-0.000227143498587515
"296",0.0110830465778883
"297",-0.0034030240655217
"298",0.013833671647295
"299",-0.0108149171856016
"300",-0.019899528852994
"301",0.0100932786224285
"302",-0.00465636188582471
"303",0.00778231214166239
"304",0.010453761885671
"305",0.018687669955232
"306",0.00531922037301183
"307",-0.00936052081210955
"308",0.00379721980869077
"309",-0.0160274335175631
"310",0.00241885107534837
"311",-0.0174117090740423
"312",0.00853650697628964
"313",0.0116807277302681
"314",0.0171220130578197
"315",0.00115116952268127
"316",-0.0151280710977329
"317",-0.0223114425306768
"318",0.00663900842040058
"319",-0.0140631378104824
"320",-0.00965231915064465
"321",0.0185672132961851
"322",0.0137673614744788
"323",0.0028406351572711
"324",-0.0218309528395443
"325",0.00365059982521068
"326",-0.0234547881188863
"327",-0.000164890275002963
"328",0.00193485415401843
"329",-0.00596137402675375
"330",0.00189734700634673
"331",-0.00742102718343104
"332",0.0266563843073152
"333",-0.00713308700912493
"334",-0.00550481506694353
"335",-0.00279611396797027
"336",-0.00385512125846263
"337",0.019668605875835
"338",-0.00718216583672246
"339",-0.00510793750197055
"340",0.0108567449158871
"341",-0.0120554510680503
"342",-0.0134817007441389
"343",-0.0266438540973569
"344",0.00127361731092127
"345",0.0103731949949441
"346",-0.0220893845273769
"347",0.0183224140943551
"348",-0.00952018350518821
"349",-0.00128100263163286
"350",0.0106275940857165
"351",0.00752951086621715
"352",-0.00425003360516837
"353",-0.0179809333222392
"354",-0.00016917123223478
"355",-0.0177545337830921
"356",0.0184623106890406
"357",-0.0227659411076427
"358",-0.0244766543269709
"359",-0.00393425218708518
"360",-0.0140009593275026
"361",0.0166134204056751
"362",-0.0115656305247143
"363",-0.0100931158304785
"364",-0.0364622119411956
"365",0.0148605773852299
"366",-0.0153414009644718
"367",0.0194486556699486
"368",0.023838591118074
"369",0.024572980664824
"370",0.0229100131981429
"371",0.0084371539287437
"372",-0.01868817992571
"373",-0.00538106898163323
"374",0.0185354933477248
"375",-0.0198427581619619
"376",-0.011230640087689
"377",0.022290766384307
"378",-0.0243562908049016
"379",0.0138141231467896
"380",0.00398233404684936
"381",-0.0013517435392166
"382",-0.0181242275795533
"383",0.0496883347645939
"384",0.00186750728040455
"385",0.00328593637303457
"386",0.00123041682531292
"387",0.00946228080903558
"388",0.00342717956772668
"389",0.00731175807235865
"390",0.00643827086763507
"391",-0.0110717562747898
"392",0.00234111998559642
"393",0.0129271937682155
"394",0.0257012276075982
"395",0.00687742408051576
"396",-0.00730904752661096
"397",0.00122907274512799
"398",0.00584815378589712
"399",0.0156754284566451
"400",0.0166929684542917
"401",-0.0217136927457685
"402",-0.0054997733260361
"403",-0.00943287365951003
"404",-0.00857688098027118
"405",-0.00150961170140826
"406",-0.00808562121787134
"407",0.00478987870818629
"408",-0.00783419150694983
"409",-0.00983744128365069
"410",-0.00356342755379044
"411",-0.00262923449822336
"412",-0.0264620635818217
"413",0.000228494516353014
"414",0.00190384495369403
"415",0.00899204002363732
"416",0.008137195793858
"417",-0.018238206501085
"418",0.00261814720507917
"419",-0.000275255846441694
"420",0.0125935246765016
"421",0.0330422413277928
"422",0.0224672937839253
"423",-0.0096318160548022
"424",-0.0287959435516379
"425",0.0139468802432247
"426",0.00578178206426464
"427",0.021127415670727
"428",-0.0068677087046721
"429",-0.0113219717504288
"430",0.000760190859439378
"431",-0.0120544742111167
"432",0.0163859682442634
"433",-0.0141341447663389
"434",-0.00772862547771388
"435",-0.00527224173542037
"436",0.0274201154860289
"437",0.00416186965391266
"438",-0.00678064061768787
"439",0.00014267284231054
"440",-0.0151242115974726
"441",-0.0125890542234602
"442",-0.0100056063925789
"443",0.00918586076605657
"444",0.0278021863114185
"445",-0.000612255113765583
"446",-0.0142304900349935
"447",0.000997971400482553
"448",-0.000775837034699381
"449",0.0125924506661747
"450",0.00258447281283428
"451",0.00623697742451404
"452",-0.00663059186503742
"453",0.00949114459795722
"454",0.000223366756319984
"455",0.0119833733875744
"456",0.00556535260120753
"457",-0.00965947980622247
"458",0.00228817288092601
"459",-0.00179632204711585
"460",-0.00153674213184648
"461",-0.0117779539278487
"462",-0.000677471647331532
"463",-0.00738010875666325
"464",-0.0146849084523453
"465",0.00146589991874749
"466",-0.0069658032413887
"467",0.0133728313019152
"468",0.00658696968998821
"469",0.0178726633262571
"470",-0.0185674636733722
"471",0.00103306858506206
"472",0.00846987569563798
"473",-0.00314015855088242
"474",0.00161484906222001
"475",0.0197935832547071
"476",0.00967439060849698
"477",0.0014246796024934
"478",0.00490290035687249
"479",-0.00473933305388393
"480",-0.012289213033371
"481",-0.000927490982508408
"482",-0.00609925197761782
"483",0.00539485640893114
"484",0.0101785202846999
"485",0.00726733546440564
"486",-0.00329183930792495
"487",-0.00399478062545641
"488",0.00129283881914147
"489",-0.0132428154796927
"490",-0.000825245232509789
"491",0.00206943154722819
"492",-0.00395199802429466
"493",0.00639799029251079
"494",0.000907538910603387
"495",0.00420704327287683
"496",0.0078791692759376
"497",-0.00742676700913333
"498",0.00155232604720227
"499",-0.0097314323738594
"500",0.00457650253563316
"501",-0.00746815796614539
"502",0.00235711285399756
"503",0.0256522977080621
"504",-0.000319008629036857
"505",0.0042304711074376
"506",-0.00365256277583955
"507",-0.0101194857141832
"508",-0.0159938137452094
"509",0.00386670163390815
"510",-0.0159072869859368
"511",0.00172387745417427
"512",-0.0114822849012591
"513",-0.00428256448941208
"514",-0.00268120176869243
"515",-0.0125045770820825
"516",0.00223635478543108
"517",0.00635236622804217
"518",-0.00750850258554933
"519",-0.0308900654471978
"520",0.00715880643453107
"521",0.0158456042462104
"522",0.016383092474141
"523",-0.0118244890425606
"524",0.015844250805808
"525",0.000174764970191008
"526",-0.0175493074245848
"527",0.0131361417086548
"528",-0.0044380614816438
"529",-0.00555619935696114
"530",-0.00753373472136651
"531",-0.00267993650852424
"532",0.0120304088332842
"533",0.00975557292040011
"534",-0.0252021269636287
"535",-0.0140792005841598
"536",0.00975795107360292
"537",0.0160433513140069
"538",-0.00311855545506087
"539",0.0330900701511204
"540",-0.00808274152227958
"541",-0.00333726923038399
"542",-0.0136316536854904
"543",-0.00709376959097704
"544",0.000864844006926466
"545",0.000466505798495306
"546",-0.01177504089614
"547",-0.01104874234859
"548",0.0249419965249262
"549",-0.0036665569269961
"550",0.0103499652360321
"551",0.0115586403915255
"552",-0.0147190502733348
"553",0.00303855877291684
"554",0.0123049756571273
"555",-9.8216474982396e-05
"556",0.00904033295952803
"557",0.0131353199049901
"558",-0.00288269273182626
"559",0.0151375915650562
"560",-0.0103713826461647
"561",-0.00370048568585987
"562",-0.00471373991078536
"563",0.00277617873609151
"564",-0.00117641141712851
"565",-0.0185526494616624
"566",-0.000404701337858607
"567",0.0046664250605443
"568",-0.00027093315924506
"569",0.0104984973183084
"570",-0.00317798679540901
"571",-0.00101345058350385
"572",0.00161034310385669
"573",0.00157895226761831
"574",-0.0122897871278505
"575",0.000896917840282815
"576",0.0207785611158252
"577",-0.00590589217177104
"578",0.00987312599082327
"579",0.00153099103555646
"580",0.0080996040663032
"581",-0.0030243445210952
"582",-0.00334697228555089
"583",-7.14867901333266e-05
"584",0.0128614812429103
"585",0.00391412078486334
"586",-0.00656513989374793
"587",-0.0162221517172353
"588",0.012092820037306
"589",0.0075906523337416
"590",-0.00290303840893688
"591",0.000940887065891713
"592",0.00418919656153297
"593",-0.00188864157711962
"594",0.000499605038095571
"595",0.00651253098479102
"596",0.00554646338295353
"597",0.00390465376234187
"598",-0.01730947764016
"599",0.0154690714073097
"600",-0.00659145802440583
"601",-0.00452947185765592
"602",-0.00153326541446849
"603",0.0130746616471974
"604",0.0089890635250697
"605",0.00231261878143521
"606",0.000659648102919883
"607",-0.00729006055520784
"608",0.00143407830509937
"609",0.00627874037998036
"610",-0.00241062967685543
"611",0.000297559154415347
"612",0.00831805514145137
"613",-0.00422847949497215
"614",0.00441102241342675
"615",0.00107999592059241
"616",-0.00318935342913437
"617",-0.00668428080923586
"618",-0.0140719956450611
"619",0.00131058384177455
"620",0.00537860110359293
"621",0.012012337044624
"622",0.0108097328990894
"623",-0.00458022755927043
"624",-0.000835082398804224
"625",-0.00936030992420952
"626",-0.00658116916268633
"627",-0.00184766192922145
"628",0.00447488006899591
"629",0.00701789984969895
"630",-0.00274957240486148
"631",0.00155093825265543
"632",0.00381484110962563
"633",0.0120212076146244
"634",-0.00844639378073317
"635",-0.0055331493793421
"636",-0.0101491155453398
"637",0.00250462981966796
"638",0.00539494586143832
"639",0.0090018518562757
"640",-0.00335684279593237
"641",-0.00159344517173129
"642",-0.00639571194775587
"643",0.00612646748885651
"644",0.0192828672960474
"645",-0.003520099449101
"646",-0.00325077478072408
"647",-0.0125580813166964
"648",-0.00187758950612524
"649",0.0189210045562279
"650",0.00307302693725689
"651",0.00309201582400257
"652",-0.00660183023521873
"653",-0.00660817276823353
"654",0.00693024260950806
"655",0.00536586484083471
"656",0.00511458208903673
"657",0.000625956499065969
"658",-0.000888247658612587
"659",0.00141202772069563
"660",0.00254336136428393
"661",-0.00708964627696903
"662",-0.00483314646663854
"663",0.004401791564871
"664",-0.00566870969226549
"665",-0.00110751180678878
"666",0.00131137197393586
"667",0.00292476357596342
"668",0.000209304057265855
"669",0.000904943801827959
"670",-0.00571198252219326
"671",-0.000608234557331136
"672",-0.00427756146452615
"673",-0.00558102717381645
"674",-0.0085030078313931
"675",-0.00111030913000806
"676",0.00624509231099238
"677",-0.00892164021108996
"678",-0.0130185500302971
"679",-0.00133674256659208
"680",-0.00228933470847989
"681",-0.00107865309106766
"682",-0.00724438165558858
"683",-0.00167070476934325
"684",-0.00156129214504882
"685",-0.00990801754120926
"686",-0.000594444693357757
"687",0.00876957427526196
"688",-0.000967638514533933
"689",-0.00760674249555401
"690",0.00737363309786279
"691",-0.000121168672414376
"692",-0.0138163910258036
"693",-0.0157184468137076
"694",0.00310593543850804
"695",0.00233325923157138
"696",-0.00981681932628006
"697",0.00537665281057134
"698",0.000715012946544222
"699",0.015502499930446
"700",-0.0041212871041166
"701",0.0108155085435823
"702",-0.00492366535371066
"703",0.00854944401869898
"704",0.0115892654411382
"705",0.000107599165251857
"706",0.00615605811651934
"707",0.00558717505064524
"708",0.00933870689934571
"709",-0.0171947896676899
"710",0.00393158947256636
"711",-0.00952565207791131
"712",-0.00748056511507586
"713",0.00886258156451706
"714",-0.00144355673825033
"715",-0.0121100959467056
"716",-0.00478090703040798
"717",-0.0273721212326122
"718",0.00926476370346966
"719",0.0250931457315237
"720",0.00549193374134385
"721",0.0101670531009347
"722",-0.00371073892667492
"723",-7.46662075702092e-05
"724",0.00353052607170793
"725",0.000679375158443216
"726",-0.0101719564553609
"727",-0.00887334610063658
"728",-0.00196714939632078
"729",0.00842175885224076
"730",-0.00954127149677672
"731",0.0120649253008355
"732",0.00072183785873384
"733",-0.0126847989520439
"734",-0.0344786066602608
"735",0.0125723497861373
"736",-0.0301594006310358
"737",-0.00627425121185618
"738",0.00993425373049686
"739",0.0379218807946828
"740",0.0124924090992797
"741",0.00626212167252974
"742",0.00727580268811892
"743",-0.00467342451009375
"744",-0.00227441478091891
"745",0.000584998562456116
"746",-0.00473395823028308
"747",0.00780696171654941
"748",-0.0181070797004944
"749",-0.0185197496067576
"750",-0.0066287052969339
"751",0.0121187108096951
"752",0.0122728149855233
"753",-0.00615490112578606
"754",-0.025818482576475
"755",0.000502092553456821
"756",-0.0200176077492681
"757",-0.000450471139028599
"758",0.0175464292571181
"759",-0.00193981597030887
"760",0.0108599266783175
"761",0.0188911435481479
"762",0.0124767219213026
"763",-0.00249905652315316
"764",-0.000487234801224448
"765",-0.00101758814105687
"766",-0.0137357721502439
"767",-0.00100207571472319
"768",-0.0244429591139284
"769",0.0254964403060928
"770",-0.000743918408236591
"771",0.00415743581160425
"772",-0.00287466521353083
"773",-0.00207150523841601
"774",0.00471522922096482
"775",-0.0111908641546009
"776",0.0383317577743759
"777",-0.00122245439320209
"778",0.00305201125513347
"779",0.0084114078125416
"780",-0.0242928367873937
"781",0.000644878352192543
"782",0.00387066500065184
"783",0.0118642887280606
"784",-0.00297857672699261
"785",-0.00559001468391704
"786",0.00975623179272614
"787",-0.00352807303006849
"788",-0.00323709114402257
"789",0.00470801677128954
"790",-0.00143632908678989
"791",0.0130379732878349
"792",0.00310264295617149
"793",-0.00143531030404994
"794",-0.000954501702302127
"795",0.0101093401199609
"796",0.00885358566560282
"797",0.00207549258165144
"798",-0.00151663809911459
"799",0.00242599871137941
"800",0.000388806164259767
"801",-0.00507711338809632
"802",-0.00135570085295863
"803",0.00143024840422426
"804",-0.0189224801973747
"805",-0.0110886292909439
"806",0.0143326794553057
"807",0.00938184500791809
"808",-0.00395758280242261
"809",0.016653999231432
"810",0.01332012399028
"811",0.00333576912624026
"812",-0.00373474609839527
"813",6.66482126413239e-06
"814",-0.005599240329719
"815",-0.00210582376230181
"816",-0.00149672495342176
"817",0.00596617068518715
"818",0.00876025083402957
"819",-0.0143055579388941
"820",-0.00267590111184076
"821",0.0102231055539143
"822",0.000134466784571438
"823",0.00383253441916268
"824",0.0119211583033939
"825",-0.0061684296228873
"826",0.00688418408981298
"827",-0.0124549580091587
"828",-0.00306854370806916
"829",0.0150327646145371
"830",-0.0109854706354136
"831",-0.00874136534058198
"832",7.5148298204572e-05
"833",0.0129255720320977
"834",0.00440766063260059
"835",-0.00846406229445415
"836",-0.00158006645962558
"837",-0.000601806055502943
"838",0.000721849965649754
"839",0.00213364875499692
"840",-0.00250110933296951
"841",-0.00598243288543595
"842",-0.00304194915767083
"843",0.00953959763109139
"844",-0.00453001899248226
"845",-0.00217242315335894
"846",0.00360957203861637
"847",0.0116368379651902
"848",0.000283004089667224
"849",-0.000596009695852465
"850",0.00503595436637686
"851",-0.00915670284852651
"852",-0.0077988106241654
"853",5.96256816777524e-05
"854",-0.000494830012624262
"855",0.00384177585123161
"856",0.000686283169494403
"857",0.00828790686261486
"858",0.0020534443191961
"859",-0.00665805192606203
"860",0.00647418262347124
"861",-0.006918729282369
"862",0.00778932264739077
"863",0.00704749711690714
"864",0.00143512521040226
"865",0.00615319853365151
"866",0.00185818864408419
"867",-0.000666256432452519
"868",0.000119255969367602
"869",-0.0219905586805439
"870",0.0147062074692824
"871",-0.00336495482297891
"872",0.00611327459239367
"873",-0.00295480631118447
"874",-0.00435692918422389
"875",-0.0194767168082817
"876",-0.0115377162079709
"877",0.00341921347218791
"878",0.00996786087024929
"879",0.00484478747066622
"880",-0.00522240320877695
"881",0.00151887687976196
"882",-0.00183869660287303
"883",-0.00161503119401426
"884",0.0022221367391703
"885",-0.00129251859317455
"886",-0.010696322785619
"887",0.00232997153060924
"888",-0.0106934797409562
"889",-0.0134797227640263
"890",0.00890924603251434
"891",0.00185876233038088
"892",-0.0016514494673184
"893",0.00421752503511322
"894",0.00773409785872251
"895",0.00380491067009273
"896",-0.0277595854367983
"897",-0.00498490456580044
"898",0.00324252384462423
"899",0.00515330555742724
"900",-0.018226088055736
"901",-0.00607268874802766
"902",0.00162568239291741
"903",-0.00901893476948964
"904",0.00333133685893153
"905",-0.00492005165224726
"906",-0.0135198326307458
"907",-0.0123973520938919
"908",-0.0216604077270515
"909",-0.0193363799782618
"910",0.0139409285919578
"911",0.00652869029038819
"912",0.0230519010962923
"913",-0.00900182290339932
"914",0.0144359172045173
"915",-0.0268100291685852
"916",-0.0033935162873818
"917",0.00405106799544788
"918",-0.0125045578424246
"919",-0.00901988703841824
"920",0.0112314814848661
"921",-0.00398384206882304
"922",-0.000918502739145036
"923",-0.00713840726677403
"924",0.0018123979323467
"925",0.00913258912107598
"926",0.00693180901953553
"927",0.00108243310283332
"928",-0.00362688913209483
"929",-0.00506334559922691
"930",-0.0075288228469593
"931",-0.017294144823318
"932",0.000231207333681124
"933",-0.0168505587498072
"934",-0.0026593881563178
"935",0.0180867437195137
"936",-0.00147251254622613
"937",0.00142264550834695
"938",0.0113399492926511
"939",-0.00294776538735561
"940",0.00610460898520229
"941",-0.000938476716859951
"942",0.00601178047494103
"943",-0.00173554067215339
"944",0.00114574918051905
"945",-0.00457193335867076
"946",0.00614742417679973
"947",0.0123237387899348
"948",0.00319486516010362
"949",0.000933112619378482
"950",-0.00438339184973788
"951",0.00477311644245796
"952",0.0352065442450255
"953",-0.0179266651089303
"954",0.00374467411722082
"955",0.0173514773540177
"956",0.00149336337166464
"957",-0.0109953462417263
"958",0.0330930886406885
"959",0.00756034639932893
"960",-0.0143487297131691
"961",0.000596446290595329
"962",-0.02060826899706
"963",-0.00379109673154873
"964",0.00696343036347794
"965",-0.0122900287102135
"966",-0.0168831551752252
"967",0.0212921935920875
"968",0.0145267558768153
"969",-0.00607973553573257
"970",0.0111168461498163
"971",-0.0060960379742819
"972",-0.0113799778719824
"973",-0.0153696946834004
"974",0.00944106500996292
"975",-0.00323758166144391
"976",-0.0165283837526765
"977",0.0249139208375858
"978",-0.00634774245950539
"979",-0.0110755345983354
"980",0.00104279903965035
"981",-0.00441665207673844
"982",-0.0152566314660852
"983",0.011652217083371
"984",-0.00470649425635069
"985",-0.00939308536890956
"986",-0.00970727100882448
"987",0.0260388472620362
"988",0.0216813677407378
"989",0.00864609513812057
"990",-0.0123576700059479
"991",-0.00667917414874183
"992",0.00304505101646449
"993",0.00481802051797056
"994",-0.00215910619364709
"995",-0.00195555841300096
"996",0.00568036601078639
"997",-0.00960032077703018
"998",-0.00215084026352582
"999",-0.0248403123646691
"1000",-0.00115006967433526
"1001",-0.00673229798609229
"1002",-0.0128721566222119
"1003",0.000534580034229934
"1004",0.0113135080245134
"1005",0.0154089143118043
"1006",-0.00209477744993921
"1007",0.00184533595156547
"1008",-0.0218035724362672
"1009",-0.0061872056091011
"1010",0.002236623002048
"1011",-0.00843798576711094
"1012",-0.00363422076769967
"1013",0.0264950817393443
"1014",-0.00435148848511843
"1015",0.0102556917336062
"1016",0.00216800793184327
"1017",0.000108941800371384
"1018",0.0390371520727641
"1019",-0.0101219660915045
"1020",8.81211128475362e-05
"1021",-0.00025528343899647
"1022",-0.0283000883123662
"1023",-0.0101062069845566
"1024",-0.0137441051720227
"1025",0.0124841061020326
"1026",-0.00585800526665023
"1027",-0.0127759693298613
"1028",0.0254449354481817
"1029",-0.00795327340983184
"1030",0.0300314521942497
"1031",-0.00750244632287219
"1032",-0.000635258943502662
"1033",0.0101823111966265
"1034",-0.0155981412836517
"1035",0.00318174394565799
"1036",0.00205603250921441
"1037",0.00232736368128564
"1038",0.00834427439587096
"1039",0.025883157824746
"1040",0.00275178300580895
"1041",-0.00397819781990857
"1042",0.0149374613306582
"1043",0.00960236031766418
"1044",-0.00889186455601151
"1045",-0.0126885316396513
"1046",-0.0117184341514319
"1047",0.00431381443401682
"1048",0.000110304784460977
"1049",-0.00384054401056674
"1050",0.008217624900038
"1051",0.0235154141225417
"1052",-5.47545571803726e-05
"1053",-0.00382776121655945
"1054",0.00062698506439843
"1055",1.1012533602281e-05
"1056",0.00730941068073357
"1057",-0.00128401644317097
"1058",-0.0154003149763878
"1059",0.00278171151742726
"1060",-0.0098949573007748
"1061",-0.0182619155193043
"1062",0.00816139117589413
"1063",-0.00965539566465309
"1064",-0.0122206161912298
"1065",0.00398505418263576
"1066",0.00230919466793003
"1067",0.00244981360070132
"1068",-0.00540515795307303
"1069",0.00350187112949954
"1070",-0.0148394442325244
"1071",0.0179339215040465
"1072",0.00383143659352384
"1073",0.00645185685359531
"1074",0.00459013395037814
"1075",-0.00329929447256924
"1076",-0.00143662254163565
"1077",0.0154826348204797
"1078",-0.0118204907262545
"1079",0.0331359604578466
"1080",-0.00125185755838294
"1081",-0.00482307997586204
"1082",-0.00567285111191803
"1083",0.000900042772259554
"1084",-0.00372997430864705
"1085",0.000359927821858372
"1086",0.00762385452562678
"1087",-0.00152318158409467
"1088",-0.00462668800700302
"1089",-0.004387550165697
"1090",0.0111834762291649
"1091",0.00732518149760023
"1092",-0.016838768512205
"1093",-0.00466113904563955
"1094",0.00353082337456581
"1095",0.00860659076316264
"1096",0.00482868448539123
"1097",0.00526944347093786
"1098",0.00218713475910751
"1099",-0.00111125103687967
"1100",-0.000586725120243683
"1101",-0.0180530584447781
"1102",0.0015054922192416
"1103",-0.000543447751075812
"1104",0.00536798549961262
"1105",-0.0160831576665315
"1106",0.00314449553730781
"1107",-5.80664927941315e-05
"1108",-0.00815311557134554
"1109",-0.00649743306483916
"1110",-0.000283196652121367
"1111",-0.0127050549238713
"1112",0.00747041796398476
"1113",0.013746245785998
