"","x"
"1",0.0110339366519637
"2",0.0110339366519637
"3",0.0107034424766525
"4",0.0103926983534323
"5",0.0101465286583026
"6",0.010294328297774
"7",0.0101007235622309
"8",0.00997031236511807
"9",0.0116010972536112
"10",0.0110725515795512
"11",0.0113225308982027
"12",0.0149922937702606
"13",0.0140544433246249
"14",0.0137745234860692
"15",0.013242378851697
"16",0.0130257845196939
"17",0.0125348337763833
"18",0.0122042226649392
"19",0.0121095913815392
"20",0.0117325140041231
"21",0.0113538590525462
"22",0.0111845173713329
"23",0.0110055745584196
"24",0.0110082076666739
"25",0.0109516784430572
"26",0.0106718296642928
"27",0.0104230432317203
"28",0.0101535838481932
"29",0.009893735097304
"30",0.00964374557633734
"31",0.00956466056243049
"32",0.00940783659378599
"33",0.00935925489853388
"34",0.00913526239901778
"35",0.00929001786141312
"36",0.00922360295654354
"37",0.00906467230460393
"38",0.00886374044322291
"39",0.00910815729686741
"40",0.00888601865396626
"41",0.00870983704778033
"42",0.00945377385658361
"43",0.0101124410750576
"44",0.00975168831915685
"45",0.0112297066889202
"46",0.010679023786076
"47",0.0104226649768177
"48",0.0102297781439891
"49",0.00994836194940546
"50",0.00997182660539668
"51",0.00986022771665282
"52",0.00958967209071878
"53",0.00947355573458367
"54",0.00924764647286319
"55",0.00908791630397243
"56",0.00888636865352135
"57",0.00880392552691069
"58",0.00906134037209907
"59",0.00920884730394064
"60",0.00904330072548154
"61",0.00884573639051761
"62",0.00868135078228829
"63",0.00903231195758192
"64",0.00879337369058906
"65",0.00950620272105529
"66",0.00927540462024304
"67",0.00936223216931101
"68",0.0093496603865374
"69",0.0094213937436844
"70",0.00965077220599285
"71",0.010466466919505
"72",0.0101989834399556
"73",0.0104172057588257
"74",0.0100646923115694
"75",0.00982677125573363
"76",0.00967320232832746
"77",0.00948641055411331
"78",0.00939974334613362
"79",0.00983957559372167
"80",0.00971856807263156
"81",0.00947066280481614
"82",0.00933981971725563
"83",0.00926907740774851
"84",0.00907782585650996
"85",0.0099186306320272
"86",0.00964402729549734
"87",0.00946049181812342
"88",0.00924270709837305
"89",0.0108433883015314
"90",0.010782602996771
"91",0.0119084376155793
"92",0.0113575531677646
"93",0.0111020408227521
"94",0.0116161802749018
"95",0.0117311172977321
"96",0.0112941615576118
"97",0.0109717685619855
"98",0.0106399636579393
"99",0.0103340882853258
"100",0.0101441656594986
"101",0.0114662975338371
"102",0.0109153391034086
"103",0.0111182011932197
"104",0.0136902198903769
"105",0.0133941207021248
"106",0.013013577090497
"107",0.0126393305310721
"108",0.0122558038007599
"109",0.0118442882874875
"110",0.0120638659196901
"111",0.0127118994493158
"112",0.0123752870836747
"113",0.0121886219701102
"114",0.0118827447599884
"115",0.0115357228225672
"116",0.0115194806643287
"117",0.0121396770956707
"118",0.0123291588765062
"119",0.0128996075313652
"120",0.0123378974931188
"121",0.0120856260371146
"122",0.0120455383799049
"123",0.0119044995832605
"124",0.0125203948714496
"125",0.0120079249976475
"126",0.0117305604427696
