Fecha,Valor
219,37.1984852
220,37.5155562
221,37.7181038
222,37.9890358
223,38.2932538
224,38.3253916
225,38.193748
226,38.0749542
227,38.2377484
228,38.5722408
229,38.1237206
230,38.760377
231,38.9545138
232,39.2852284
233,39.5927344
234,39.8470898
235,40.3995848
236,40.897584
237,40.6778024
238,40.62824
239,40.9346602
240,41.7496594
241,42.1488402
242,41.736261
243,41.6480594
244,41.7627606
245,41.6798394
246,41.7474806
247,42.0291202
248,42.1016996
249,43.2954
250,43.139319
251,42.9951796
252,43.1296214
253,43.2459596
254,43.529339
255,43.0382008
256,42.8459616
257,43.1227398
258,43.1073594
259,43.4063796
260,43.713019
261,43.90566
262,44.2494
263,44.2993186
264,44.3736994
265,44.1395002
266,44.4129198
267,45.1413598
268,44.5302798
269,44.2173194
270,43.8320194
271,44.342379
272,44.03022
273,43.7361602
274,43.1404594
275,43.4390396
276,43.7687412
277,43.605839
278,43.2549208
279,42.9064594
280,43.21096
281,43.4225196
282,43.9343808
283,43.904399
284,43.6580194
285,43.5818802
286,42.9646592
287,42.7160204
288,43.4089204
289,44.549358
290,44.5006794
291,44.730181
292,45.178221
293,44.6520204
294,44.3305402
295,43.9918606
296,43.991919
297,44.4923594
298,44.35134
299,44.9794206
300,44.50576
301,43.6388392
302,44.091601
303,43.8967998
304,44.2498598
305,44.7250808
306,45.5791592
307,45.832721
308,45.4160796
309,45.5992792
310,44.884519
311,45.0035002
312,44.2368004
313,44.6262392
314,45.1608792
315,45.9512794
316,46.0147194
317,45.3342008
318,44.3440598
319,44.6496398
320,44.0361802
321,43.6231392
322,44.45082
323,45.0773202
324,45.2158798
325,44.2495794
326,44.42156
327,43.4017004
328,43.40446
329,43.4984596
330,43.2498006
331,43.3418396
332,43.0312194
333,44.2037992
334,43.8996402
335,43.6686206
336,43.556639
337,43.3989604
338,44.2711208
339,43.9643408
340,43.7503408
341,44.2380208
342,43.7179004
343,43.1423196
344,42.0176188
345,42.0807804
346,42.52928
347,41.6096398
348,42.3887396
349,41.9966998
350,41.9525202
351,42.4104406
352,42.7407396
353,42.5692002
354,41.8201604
355,41.8226404
356,41.09604
357,41.8713804
358,40.93826
359,39.9575202
360,39.8097204
361,39.2651998
362,39.9321002
363,39.4819402
364,39.0943796
365,37.7032
366,38.2764192
367,37.7022996
368,38.4515196
369,39.3881606
370,40.377259
371,41.3224202
372,41.6820608
373,40.9196804
374,40.70938
375,41.480461
376,40.6747786
377,40.2297206
378,41.1459408
379,40.1650598
380,40.7330602
381,40.9049408
382,40.8590192
383,40.13432
384,42.1885406
385,42.2770596
386,42.4258998
387,42.4878396
388,42.9015802
389,43.0587004
390,43.3846
391,43.6748002
392,43.2037802
393,43.314939
394,43.8885406
395,45.0414398
396,45.3626394
397,45.0425802
398,45.1082796
399,45.3832202
400,46.1107604
401,46.8976598
402,45.9008004
403,45.65948
404,45.24114
405,44.8650206
406,44.807579
407,44.4568986
408,44.6805596
409,44.3420208
410,43.9179802
411,43.7717596
412,43.6668
413,42.5361582
414,42.5556002
415,42.646439
416,43.0414794
417,43.4030604
418,42.6283796
419,42.7498992
420,42.7478992
421,43.2995416
422,44.7643812
423,45.7919598
424,45.3633804
425,44.0857988
426,44.7151808
427,44.9847396
428,45.9557602
429,45.6516596
430,45.1480216
431,45.1926798
432,44.6613788
433,45.409601
434,44.78252
435,44.4479006
436,44.22428
437,45.4640792
438,45.6641208
439,45.3658998
440,45.3827402
441,44.7117406
442,44.162479
443,43.7328004
444,44.1464596
445,45.4014204
446,45.3839994
447,44.75296
448,44.8078806
449,44.783361
450,45.3612214
451,45.4889996
452,45.7840592
453,45.4918804
454,45.9361998
455,45.9569602
456,46.5216202
457,46.7919406
458,46.3527198
459,46.46952
460,46.3967198
461,46.33606
462,45.803981
463,45.7834196
464,45.4571612
465,44.8047398
466,44.88072
467,44.57936
468,45.1898396
469,45.4988802
470,46.3299606
471,45.4880592
472,45.5454804
473,45.9433788
474,45.8098006
475,45.8943206
476,46.82248
477,47.28846
478,47.3666996
479,47.6103804
480,47.3961002
481,46.8279014
482,46.7951792
483,46.5212598
484,46.783601
485,47.2730198
486,47.6287006
487,47.4830196
488,47.3045202
489,47.3765398
490,46.76396
491,46.7360608
492,46.8435792
493,46.6694802
494,46.9797606
495,47.0331604
496,47.24224
497,47.62682
498,47.285219
499,47.3694994
500,46.921481
501,47.14748
502,46.8073796
503,46.9285606
504,48.158961
505,48.154601
506,48.369799
507,48.2044596
508,47.7300188
509,46.9834392
510,47.176239
511,46.4423398
512,46.5331
513,46.0123608
514,45.8262
515,45.7139384
516,45.1561798
517,45.2676192
518,45.5665004
519,45.2359794
520,43.8700204
521,44.1953004
522,44.9114392
523,45.6637194
524,45.1372604
525,45.8686006
526,45.8871002
527,45.099141
528,45.7059192
529,45.5139204
530,45.2720794
531,44.94256
532,44.8325198
533,45.3854988
534,45.8408992
535,44.7102612
536,44.0952604
537,44.5378204
538,45.2684602
539,45.1378194
540,46.6670806
541,46.3019804
542,46.1582604
543,45.5437204
544,45.23212
545,45.2816
546,45.3130806
547,44.792879
548,44.3108206
549,45.4402998
550,45.2843404
551,45.7659206
552,46.3085604
553,45.642361
554,45.7917198
555,46.3692596
556,46.3752998
557,46.8071416
558,47.4368608
559,47.3111198
560,48.0437196
561,47.5588794
562,47.3940406
563,47.1819416
564,47.32392
565,47.279081
566,46.42062
567,46.41244
568,46.640181
569,46.6382006
570,47.14118
571,47.0023412
572,46.9654598
573,47.0519
574,47.1370196
575,46.5719
576,46.624341
577,47.61414
578,47.3445804
579,47.82526
580,47.9094808
581,48.3101406
582,48.1752602
583,48.0252596
584,48.0327994
585,48.6656796
586,48.8676998
587,48.5590204
588,47.7885606
589,48.3810198
590,48.7607998
591,48.63056
592,48.6874598
593,48.9030206
594,48.8219006
595,48.8574596
596,49.1879204
597,49.4727992
598,49.6776996
599,48.8363604
600,49.6090198
601,49.2943604
602,49.0828006
603,49.0187994
604,49.6752598
605,50.13526
606,50.2628202
607,50.3074794
608,49.95348
609,50.0365992
610,50.3632596
611,50.2534788
612,50.2799206
613,50.7114808
614,50.5090396
615,50.7439204
616,50.8103606
617,50.6601396
618,50.3341408
619,49.6421398
620,49.7186006
621,49.9981594
622,50.6139384
623,51.1757202
624,50.9534998
625,50.9226002
626,50.4597
627,50.1401608
628,50.05904
629,50.2950398
630,50.66082
631,50.5332598
632,50.6232592
633,50.8283592
634,51.4548194
635,51.0337004
636,50.7636998
637,50.262581
638,50.4001416
639,50.684361
640,51.1543598
641,50.99458
642,50.9250212
643,50.6119208
644,50.9345806
645,51.938141
646,51.767461
647,51.6112402
648,50.9788006
649,50.8947998
650,51.8788
651,52.0503608
652,52.2234806
653,51.8917
654,51.5617002
655,51.93214
656,52.22348
657,52.5032596
658,52.548139
659,52.5134804
660,52.5996994
661,52.7456992
662,52.3850404
663,52.1443788
664,52.3863808
665,52.1021602
666,52.0563804
667,52.1366008
668,52.3012592
669,52.3241604
670,52.383499
671,52.0970396
672,52.0772588
673,51.8668196
674,51.5899412
675,51.1648196
676,51.1197204
677,51.4517206
678,51.0063806
679,50.3581592
680,50.3023796
681,50.19882
682,50.15616
683,49.8055004
684,49.733721
685,49.667479
686,49.1890396
687,49.171041
688,49.6154808
689,49.5788202
690,49.2143604
691,49.5899188
692,49.5952402
693,48.9259018
694,48.1738802
695,48.3347796
696,48.458759
697,47.99634
698,48.2661208
699,48.3116806
700,49.0776794
701,48.8870004
702,49.4298998
703,49.1983608
704,49.6321208
705,50.2221396
706,50.2390206
707,50.5607992
708,50.8556996
709,51.34458
710,50.4807998
711,50.6912404
712,50.2221388
713,49.8592406
714,50.3145802
715,50.2534808
716,49.659921
717,49.4343612
718,48.1105796
719,48.5694794
720,49.8150404
721,50.1008192
722,50.62436
723,50.448379
724,50.4561388
725,50.6461602
726,50.69216
727,50.190601
728,49.7585796
729,49.6721406
730,50.1036798
731,49.6392402
732,50.2532414
733,50.3010202
734,49.6783404
735,48.0056588
736,48.6241206
737,47.19032
738,46.9058784
739,47.3850004
740,49.2276808
741,49.8579002
742,50.18256
743,50.5605602
744,50.3363196
745,50.2334396
746,50.2743196
747,50.0483188
748,50.4520988
749,49.558101
750,48.65986
751,48.34942
752,48.9500998
753,49.56588
754,49.273
755,48.0280998
756,48.0632002
757,47.1214202
758,47.1109604
759,47.9558396
760,47.8738408
761,48.407639
762,49.342079
763,49.972979
764,49.8596398
765,49.8467396
766,49.8074202
767,49.1391796
768,49.10118
769,47.9264996
770,49.1753996
771,49.1500588
772,49.3660998
773,49.2356402
774,49.1449808
775,49.3885404
776,48.8500806
777,50.7705396
778,50.7200996
779,50.8867592
780,51.3283194
781,50.1078794
782,50.1516602
783,50.3576606
784,50.9703206
785,50.8303394
786,50.5585396
787,51.0658802
788,50.8976608
789,50.7447592
790,50.9958794
791,50.9343208
792,51.6145402
793,51.7867608
794,51.7243002
795,51.6867604
796,52.2238598
797,52.7003202
798,52.8218798
799,52.7538802
800,52.8940998
801,52.9267602
802,52.6707584
803,52.6114198
804,52.6987598
805,51.7227598
806,51.1640816
807,51.91454
808,52.4158602
809,52.2207596
810,53.109859
811,53.8343196
812,54.0265404
813,53.8374402
814,53.8501008
815,53.5616596
816,53.4611998
817,53.3934404
818,53.7252202
819,54.2103182
820,53.452541
821,53.3218796
822,53.8820998
823,53.9016592
824,54.1209992
825,54.78256
826,54.4581184
827,54.846841
828,54.1803396
829,54.0266818
830,54.8575194
831,54.2705796
832,53.8105408
833,53.8268812
834,54.5395996
835,54.7930394
836,54.3436394
837,54.2702384
838,54.2499812
839,54.3015606
840,54.429979
841,54.3064198
842,53.99484
843,53.8431402
844,54.3716608
845,54.1382808
846,54.0331408
847,54.2409208
848,54.8883394
849,54.9164206
850,54.8962404
851,55.1859996
852,54.6954792
853,54.2829792
854,54.2986202
855,54.2841592
856,54.5055594
857,54.5554414
858,55.0220402
859,55.1477392
860,54.7942998
861,55.1628006
862,54.794979
863,55.2360798
864,55.6394414
865,55.73208
866,56.088881
867,56.2060416
868,56.1814408
869,56.20098
870,54.9911414
871,55.8185798
872,55.64378
873,55.99778
874,55.8453192
875,55.6152394
876,54.5549804
877,53.9414804
878,54.1386012
879,54.6934402
880,54.9716192
881,54.697779
882,54.7934386
883,54.7052798
884,54.6294802
885,54.7635198
886,54.7052798
887,54.1356198
888,54.2743
889,53.7092806
890,53.0022602
891,53.4887994
892,53.6005596
893,53.5243414
894,53.7628402
895,54.1926394
896,54.4116604
897,52.9340798
898,52.6829002
899,52.86608
900,53.1513604
901,52.2033194
902,51.8991216
903,51.9954398
904,51.5403788
905,51.7241796
906,51.4820798
907,50.8023402
908,50.1878788
909,49.1236998
910,48.1939596
911,48.8817
912,49.21312
913,50.37226
914,49.9322594
915,50.6698806
916,49.3407398
917,49.184821
918,49.3957604
919,48.7930806
920,48.3660004
921,48.9234606
922,48.7400794
923,48.7064588
924,48.3710604
925,48.4698802
926,48.92574
927,49.2773192
928,49.3419594
929,49.1745594
930,48.9373804
931,48.5814212
932,47.7593808
933,47.7813398
934,46.9936786
935,46.8795796
936,47.7461002
937,47.686739
938,47.7655404
939,48.3213208
940,48.1900994
941,48.4962596
942,48.4618392
943,48.7651988
944,48.6917616
945,48.7587208
946,48.5473984
947,48.8579204
948,49.4750604
949,49.6447204
950,49.7024204
951,49.4963392
952,49.7445196
953,51.5388202
954,50.6347004
955,50.8362796
956,51.7378806
957,51.8270414
958,51.2720194
959,53.0092662
960,53.4237578
961,52.6747014
962,52.7181716
963,51.6546598
964,51.470961
965,51.8424694
966,51.2209244
967,50.3749206
968,51.4707718
969,52.2358654
970,51.931112
971,52.5236418
972,52.2163582
973,51.6373018
974,50.8613392
975,51.3555302
976,51.201228
977,50.3734174
978,51.6559814
979,51.3408496
980,50.7869616
981,50.8515666
982,50.6390364
983,49.8837146
984,50.479902
985,50.2543572
986,49.7958994
987,49.326124
988,50.6389558
989,51.7606908
990,52.2220888
991,51.5925026
992,51.2607658
993,51.428844
994,51.6890352
995,51.5893388
996,51.5003164
997,51.8055242
998,51.3222786
999,51.223713
1000,49.9783908
1001,49.932352
1002,49.6086544
1003,48.9853668
1004,49.0227594
1005,49.591857
1006,50.373439
1007,50.2795144
1008,50.3838926
1009,49.3084976
1010,49.015555
1011,49.136532
1012,48.7347962
1013,48.5691
1014,49.8845372
1015,49.6792858
1016,50.2028714
1017,50.3233258
1018,50.3403084
1019,52.356272
1020,51.8408394
1021,51.8572544
1022,51.855864
1023,50.4204278
1024,49.9248398
1025,49.2546134
1026,49.8847634
1027,49.6047244
1028,48.9861978
1029,50.2601234
1030,49.8733696
1031,51.4055996
1032,51.0330332
1033,51.0122778
1034,51.5461296
1035,50.7599398
1036,50.9333376
1037,51.049828
1038,51.1804698
1039,51.621113
1040,52.9867766
1041,53.1449262
1042,52.9460204
1043,53.755116
1044,54.2861796
1045,53.8179084
1046,53.1514944
1047,52.5442808
1048,52.7834948
1049,52.8013796
1050,52.6110012
1051,53.0572406
1052,54.3321008
1053,54.34154
1054,54.1463006
1055,54.1926402
1056,54.20562
1057,54.6157594
1058,54.5581404
1059,53.7366404
1060,53.8986412
1061,53.3801408
1062,52.4261408
1063,52.8678392
1064,52.3717998
1065,51.7475004
1066,51.9659998
1067,52.0980396
1068,52.23776
1069,51.9680402
1070,52.1622608
1071,51.4056602
1072,52.3478402
1073,52.5607996
1074,52.9130984
1075,53.168681
1076,53.0056598
1077,52.9416596
1078,53.78
1079,53.1601806
1080,54.9637602
1081,54.9075398
1082,54.6558398
1083,54.3590812
1084,54.4204608
1085,54.2302406
1086,54.262159
1087,54.6899204
1088,54.6191586
1089,54.3794592
1090,54.1537604
1091,54.7753
1092,55.1906202
1093,54.2814592
1094,54.04138
1095,54.2449198
1096,54.7263004
1097,55.0037608
1098,55.3069996
1099,55.440761
1100,55.3918406
1101,55.3719998
1102,54.393761
1103,54.4881596
1104,54.4709998
1105,54.776699
1106,53.91508
1107,54.0972408
1108,54.10646
1109,53.67938
1110,53.3439186
1111,53.3409994
1112,52.6796204
1113,53.0867602
1114,53.8338406
1115,53.7820012
1116,54.3881596
1117,54.501301
1118,55.0487012
1119,56.0108398
1120,53.8175396
1121,52.53438
1122,53.3597608
1123,54.6340006
1124,55.4510796
1125,56.2509992
1126,56.4280012
1127,55.9079188
1128,54.9512404
1129,54.6824596
1130,55.287241
1131,55.5533012
1132,56.1326204
1133,55.7396198
1134,56.5447002
1135,56.4840008
1136,56.480079
1137,56.9137004
1138,57.5451596
1139,56.9809194
1140,56.9919196
1141,55.8636198
1142,55.6797608
1143,56.0112996
1144,56.3660804
1145,56.52608
1146,56.7082398
1147,56.2246998
1148,56.4208392
1149,56.2462406
1150,56.7687606
1151,56.74384
1152,56.56862
1153,56.7207592
1154,57.6786992
1155,57.89754
1156,58.1405404
1157,57.381999
1158,56.9523004
1159,57.2810798
1160,57.3926998
1161,57.7866992
1162,56.99424
1163,57.2237604
1164,57.25584
1165,56.790539
1166,56.923619
1167,56.9860798
1168,56.7122396
1169,57.1430012
1170,57.889621
1171,57.6427594
1172,57.10208
1173,57.3215394
1174,57.3012992
1175,55.73216
1176,56.217699
1177,55.2412998
1178,54.38046
1179,54.3617602
1180,54.6827006
1181,55.2136202
1182,55.6087004
1183,57.4582988
1184,56.9741602
1185,56.076081
1186,57.0176204
1187,57.1552986
1188,56.45524
1189,55.6518396
1190,57.0878404
1191,57.2823008
1192,57.2684604
1193,56.9350804
1194,56.7679194
1195,57.8067598
1196,57.1873002
1197,56.6979202
1198,56.0222998
1199,56.2852996
1200,56.2703802
1201,57.0466192
1202,57.881459
1203,57.5276194
1204,57.8317812
1205,57.7876988
1206,57.5602202
1207,57.0921598
1208,57.4443
1209,56.8936198
1210,56.6941596
1211,56.1301602
1212,55.3512992
1213,55.6322396
1214,57.307839
1215,57.6972198
1216,55.5661596
1217,52.9189194
1218,52.7314608
1219,53.3514608
1220,52.8028398
1221,52.8488412
1222,52.22708
1223,50.5557002
1224,51.3321598
1225,51.3969196
1226,51.195239
1227,51.3667604
1228,51.641159
1229,51.8055392
1230,51.78284
1231,51.2748408
1232,50.2917002
1233,50.4971608
1234,51.3696204
1235,51.71116
1236,52.124999
1237,52.514159
1238,53.085921
1239,52.5949202
1240,52.0680798
1241,51.4566202
1242,51.5154606
1243,51.7571608
1244,51.9230814
1245,51.7241598
1246,51.7485406
1247,51.6697002
1248,52.0218394
1249,52.398459
1250,53.1157
1251,52.9527596
