Grupo,Valor
B,48.34942
B,48.9500998
B,49.56588
B,49.273
B,48.0280998
B,48.0632002
B,47.1214202
B,47.1109604
B,47.9558396
B,47.8738408
B,48.407639
B,49.342079
B,49.972979
B,49.8596398
B,49.8467396
B,49.8074202
B,49.1391796
B,49.10118
B,47.9264996
B,49.1753996
B,49.1500588
B,49.3660998
B,49.2356402
B,49.1449808
B,49.3885404
B,48.8500806
B,50.7705396
B,50.7200996
B,50.8867592
B,51.3283194
B,50.1078794
B,50.1516602
B,50.3576606
B,50.9703206
B,50.8303394
B,50.5585396
B,51.0658802
B,50.8976608
B,50.7447592
B,50.9958794
B,50.9343208
B,51.6145402
B,51.7867608
B,51.7243002
B,51.6867604
B,52.2238598
B,52.7003202
B,52.8218798
B,52.7538802
B,52.8940998
B,52.9267602
B,52.6707584
B,52.6114198
B,52.6987598
B,51.7227598
B,51.1640816
B,51.91454
B,52.4158602
B,52.2207596
B,53.109859
B,53.8343196
B,54.0265404
B,53.8374402
B,53.8501008
B,53.5616596
B,53.4611998
B,53.3934404
B,53.7252202
B,54.2103182
B,53.452541
B,53.3218796
B,53.8820998
B,53.9016592
B,54.1209992
B,54.78256
B,54.4581184
B,54.846841
B,54.1803396
B,54.0266818
B,54.8575194
B,54.2705796
B,53.8105408
B,53.8268812
B,54.5395996
B,54.7930394
B,54.3436394
B,54.2702384
B,54.2499812
B,54.3015606
B,54.429979
B,54.3064198
B,53.99484
B,53.8431402
B,54.3716608
B,54.1382808
B,54.0331408
B,54.2409208
B,54.8883394
B,54.9164206
B,54.8962404
B,55.1859996
B,54.6954792
B,54.2829792
B,54.2986202
B,54.2841592
B,54.5055594
B,54.5554414
B,55.0220402
B,55.1477392
B,54.7942998
B,55.1628006
B,54.794979
B,55.2360798
B,55.6394414
B,55.73208
B,56.088881
B,56.2060416
B,56.1814408
B,56.20098
B,54.9911414
B,55.8185798
B,55.64378
B,55.99778
B,55.8453192
B,55.6152394
B,54.5549804
B,53.9414804
B,54.1386012
B,54.6934402
B,54.9716192
B,54.697779
B,54.7934386
B,54.7052798
B,54.6294802
B,54.7635198
B,54.7052798
B,54.1356198
B,54.2743
B,53.7092806
B,53.0022602
B,53.4887994
B,53.6005596
B,53.5243414
B,53.7628402
B,54.1926394
B,54.4116604
B,52.9340798
B,52.6829002
B,52.86608
B,53.1513604
B,52.2033194
B,51.8991216
B,51.9954398
B,51.5403788
B,51.7241796
B,51.4820798
B,50.8023402
B,50.1878788
B,49.1236998
B,48.1939596
B,48.8817
B,49.21312
B,50.37226
B,49.9322594
B,50.6698806
B,49.3407398
B,49.184821
B,49.3957604
B,48.7930806
B,48.3660004
B,48.9234606
B,48.7400794
B,48.7064588
B,48.3710604
B,48.4698802
B,48.92574
B,49.2773192
B,49.3419594
B,49.1745594
B,48.9373804
B,48.5814212
B,47.7593808
B,47.7813398
B,46.9936786
B,46.8795796
B,47.7461002
B,47.686739
B,47.7655404
B,48.3213208
B,48.1900994
B,48.4962596
B,48.4618392
B,48.7651988
B,48.6917616
B,48.7587208
B,48.5473984
B,48.8579204
B,49.4750604
B,49.6447204
B,49.7024204
B,49.4963392
B,49.7445196
B,51.5388202
B,50.6347004
B,50.8362796
B,51.7378806
B,51.8270414
B,51.2720194
B,53.0092662
B,53.4237578
B,52.6747014
B,52.7181716
B,51.6546598
B,51.470961
B,51.8424694
B,51.2209244
B,50.3749206
B,51.4707718
B,52.2358654
B,51.931112
B,52.5236418
B,52.2163582
B,51.6373018
B,50.8613392
B,51.3555302
B,51.201228
B,50.3734174
B,51.6559814
B,51.3408496
B,50.7869616
B,50.8515666
B,50.6390364
B,49.8837146
B,50.479902
B,50.2543572
B,49.7958994
B,49.326124
B,50.6389558
B,51.7606908
B,52.2220888
B,51.5925026
B,51.2607658
B,51.428844
B,51.6890352
B,51.5893388
B,51.5003164
B,51.8055242
B,51.3222786
B,51.223713
B,49.9783908
B,49.932352
B,49.6086544
B,48.9853668
B,49.0227594
B,49.591857
B,50.373439
B,50.2795144
B,50.3838926
B,49.3084976
B,49.015555
B,49.136532
B,48.7347962
B,48.5691
B,49.8845372
B,49.6792858
B,50.2028714
B,50.3233258
B,50.3403084
B,52.356272
B,51.8408394
B,51.8572544
B,51.855864
B,50.4204278
B,49.9248398
B,49.2546134
B,49.8847634
B,49.6047244
B,48.9861978
B,50.2601234
B,49.8733696
B,51.4055996
B,51.0330332
B,51.0122778
B,51.5461296
B,50.7599398
B,50.9333376
B,51.049828
B,51.1804698
B,51.621113
B,52.9867766
B,53.1449262
B,52.9460204
B,53.755116
B,54.2861796
B,53.8179084
B,53.1514944
B,52.5442808
B,52.7834948
B,52.8013796
B,52.6110012
B,53.0572406
B,54.3321008
B,54.34154
B,54.1463006
B,54.1926402
B,54.20562
B,54.6157594
B,54.5581404
B,53.7366404
B,53.8986412
B,53.3801408
B,52.4261408
B,52.8678392
B,52.3717998
B,51.7475004
B,51.9659998
B,52.0980396
B,52.23776
B,51.9680402
B,52.1622608
B,51.4056602
B,52.3478402
B,52.5607996
B,52.9130984
B,53.168681
B,53.0056598
B,52.9416596
B,53.78
B,53.1601806
B,54.9637602
B,54.9075398
B,54.6558398
B,54.3590812
B,54.4204608
B,54.2302406
B,54.262159
B,54.6899204
B,54.6191586
B,54.3794592
B,54.1537604
B,54.7753
B,55.1906202
B,54.2814592
B,54.04138
B,54.2449198
B,54.7263004
B,55.0037608
B,55.3069996
B,55.440761
B,55.3918406
B,55.3719998
B,54.393761
B,54.4881596
B,54.4709998
B,54.776699
B,53.91508
B,54.0972408
B,54.10646
B,53.67938
B,53.3439186
B,53.3409994
B,52.6796204
B,53.0867602
B,53.8338406
B,53.7820012
B,54.3881596
B,54.501301
B,55.0487012
B,56.0108398
B,53.8175396
B,52.53438
B,53.3597608
B,54.6340006
B,55.4510796
B,56.2509992
B,56.4280012
B,55.9079188
B,54.9512404
B,54.6824596
B,55.287241
B,55.5533012
B,56.1326204
B,55.7396198
B,56.5447002
B,56.4840008
B,56.480079
B,56.9137004
B,57.5451596
B,56.9809194
B,56.9919196
B,55.8636198
B,55.6797608
B,56.0112996
B,56.3660804
B,56.52608
B,56.7082398
B,56.2246998
B,56.4208392
B,56.2462406
B,56.7687606
B,56.74384
B,56.56862
B,56.7207592
B,57.6786992
B,57.89754
B,58.1405404
B,57.381999
B,56.9523004
B,57.2810798
B,57.3926998
B,57.7866992
B,56.99424
B,57.2237604
B,57.25584
B,56.790539
B,56.923619
B,56.9860798
B,56.7122396
B,57.1430012
B,57.889621
B,57.6427594
B,57.10208
B,57.3215394
B,57.3012992
B,55.73216
B,56.217699
B,55.2412998
B,54.38046
B,54.3617602
B,54.6827006
B,55.2136202
B,55.6087004
B,57.4582988
B,56.9741602
B,56.076081
B,57.0176204
B,57.1552986
B,56.45524
B,55.6518396
B,57.0878404
B,57.2823008
B,57.2684604
B,56.9350804
B,56.7679194
B,57.8067598
B,57.1873002
B,56.6979202
B,56.0222998
B,56.2852996
B,56.2703802
B,57.0466192
B,57.881459
B,57.5276194
B,57.8317812
B,57.7876988
B,57.5602202
B,57.0921598
B,57.4443
B,56.8936198
B,56.6941596
B,56.1301602
B,55.3512992
B,55.6322396
B,57.307839
B,57.6972198
B,55.5661596
B,52.9189194
B,52.7314608
B,53.3514608
B,52.8028398
B,52.8488412
B,52.22708
B,50.5557002
B,51.3321598
B,51.3969196
B,51.195239
B,51.3667604
B,51.641159
B,51.8055392
B,51.78284
B,51.2748408
B,50.2917002
B,50.4971608
B,51.3696204
B,51.71116
B,52.124999
B,52.514159
B,53.085921
B,52.5949202
B,52.0680798
B,51.4566202
B,51.5154606
B,51.7571608
B,51.9230814
B,51.7241598
B,51.7485406
B,51.6697002
B,52.0218394
B,52.398459
B,53.1157
B,52.9527596
